contigName	contigLen	totalAvgDepth	SRR10420348_mapped_all.sorted.bam	SRR10420348_mapped_all.sorted.bam-var
bin.10_k119_5632	152316	0.264146	0.264146	10.4765
bin.10_k119_5721	132952	0.169772	0.169772	3.09457
bin.10_k119_21425	284226	0.528359	0.528359	25.829
bin.10_k119_19083	306152	0.152368	0.152368	4.16731
bin.10_k119_12557	773930	0.193383	0.193383	5.19846
bin.10_k119_18674	93269	0.646431	0.646431	26.9633
bin.11_k119_4909	24933	0	0	0
bin.11_k119_8676	128582	0.889739	0.889739	199.749
bin.11_k119_16677	175161	0.38373	0.38373	20.2956
bin.11_k119_15397	267875	0.757669	0.757669	92.4756
bin.11_k119_5266	74233	1.42435	1.42435	450.724
bin.11_k119_6978	122937	0.743157	0.743157	44.0007
bin.11_k119_3866	32231	0.104454	0.104454	1.42109
bin.11_k119_16243	475918	0.836614	0.836614	100.232
bin.11_k119_20907	477987	1.30314	1.30314	447.903
bin.11_k119_10055	133083	1.09422	1.09422	118.397
bin.11_k119_21445	410659	0.564545	0.564545	58.8722
bin.11_k119_8424	90064	0.688536	0.688536	24.9301
bin.11_k119_7274	45349	0.825593	0.825593	15.7735
bin.11_k119_19950	362497	3.09854	3.09854	968.318
bin.11_k119_15818	14906	0.475806	0.475806	6.20155
bin.11_k119_16892	65691	0.353855	0.353855	6.40297
bin.11_k119_9534	382089	0.890066	0.890066	228.646
bin.11_k119_7776	218951	0.526341	0.526341	14.6358
bin.12_k119_9809	27573	18.5947	18.5947	1380.8
bin.12_k119_21412	52147	3.16766	3.16766	1063.76
bin.12_k119_15927	63942	0.75533	0.75533	39.3811
bin.12_k119_11668	49663	3.18464	3.18464	1190.78
bin.12_k119_4382	108200	6.24503	6.24503	345.574
bin.12_k119_1384	165383	1.24308	1.24308	39.8046
bin.12_k119_12270	403395	1.7451	1.7451	309.702
bin.12_k119_12319	13881	0.113903	0.113903	0.266539
bin.12_k119_14951	334406	1.6838	1.6838	82.7035
bin.12_k119_10662	271770	3.11652	3.11652	4483.47
bin.12_k119_12950	430295	0.950247	0.950247	50.3518
bin.12_k119_11424	93574	0.774523	0.774523	13.1965
bin.12_k119_19927	165803	1.11445	1.11445	81.2988
bin.12_k119_4485	64840	0.994651	0.994651	17.0132
bin.12_k119_11449	82312	0.812797	0.812797	9.71843
bin.12_k119_10736	173595	2.59046	2.59046	271.037
bin.12_k119_8724	519753	1.25109	1.25109	88.9928
bin.12_k119_16764	49119	2.5944	2.5944	149.605
bin.12_k119_10835	45079	0.649247	0.649247	21.4069
bin.12_k119_13254	159515	3.18013	3.18013	595.696
bin.12_k119_13305	127994	0.556499	0.556499	9.59572
bin.12_k119_21315	7379	2.56522	2.56522	64.7127
bin.12_k119_12631	243422	1.49023	1.49023	42.686
bin.12_k119_18940	5227	1.58617	1.58617	28.417
bin.12_k119_12764	141502	2.34158	2.34158	117.599
bin.13_k119_11638	23617	0.0201134	0.0201134	0.0800274
bin.13_k119_6745	141287	0.250381	0.250381	12.5452
bin.13_k119_21413	108847	0.192986	0.192986	7.115
bin.13_k119_4955	125761	0.421993	0.421993	22.497
bin.13_k119_20303	105258	0.891369	0.891369	185.155
bin.13_k119_19035	490590	0.213659	0.213659	4.64199
bin.13_k119_15073	107635	0.343127	0.343127	28.1938
bin.13_k119_12196	28431	3.23892	3.23892	414.82
bin.13_k119_16404	343296	0.182214	0.182214	3.05578
bin.13_k119_13078	145737	0.943518	0.943518	260.239
bin.13_k119_14067	189036	0.701121	0.701121	328.773
bin.13_k119_21793	165605	0.338062	0.338062	25.2578
bin.13_k119_12745	406848	0.109671	0.109671	2.099
bin.14_k119_17981	105637	0.00801047	0.00801047	0.0414918
bin.14_k119_1502	16657	0	0	0
bin.14_k119_3860	15484	0	0	0
bin.14_k119_15564	84810	0.094472	0.094472	1.51899
bin.14_k119_17550	191528	0.0630898	0.0630898	1.97467
bin.14_k119_20371	74760	0.0145959	0.0145959	0.131134
bin.14_k119_15661	97764	0.0389493	0.0389493	0.488257
bin.14_k119_20986	15230	0	0	0
bin.14_k119_14645	286147	0.00862946	0.00862946	0.147645
bin.14_k119_3876	602759	0.0162493	0.0162493	0.150973
bin.14_k119_19112	448326	0.0155207	0.0155207	0.169442
bin.14_k119_15276	587615	0.033825	0.033825	0.455134
bin.14_k119_18583	287651	0.0153565	0.0153565	0.177583
bin.14_k119_21713	499264	0.044591	0.044591	0.66207
bin.14_k119_12791	105635	0.0556193	0.0556193	0.827895
bin.14_k119_21854	1.17529e+06	0.0282733	0.0282733	0.385124
bin.14_k119_21907	112606	0.0347869	0.0347869	0.832892
bin.15_k119_2097	21782	4.04859	4.04859	1128.38
bin.15_k119_9466	244176	3.95614	3.95614	1656.53
bin.15_k119_12968	453576	1.2596	1.2596	262.36
bin.15_k119_8727	149726	2.72216	2.72216	2405.69
bin.15_k119_13821	859775	0.828757	0.828757	63.5649
bin.15_k119_17126	470346	1.34325	1.34325	127.608
bin.1_k119_6508	251506	0.969056	0.969056	149.57
bin.1_k119_21897	2.41251e+06	2.62632	2.62632	12875.6
bin.2_k119_12908	9247	5.11234	5.11234	1418.97
bin.2_k119_4392	118443	0.284674	0.284674	49.7919
bin.2_k119_13677	108031	0.147978	0.147978	2.84785
bin.2_k119_9834	327643	0.251382	0.251382	30.488
bin.2_k119_14458	312425	0.272718	0.272718	27.8168
bin.3_k119_15936	27797	2.64882	2.64882	736.535
bin.3_k119_3792	79729	1.29088	1.29088	251.063
bin.3_k119_19701	228527	1.61588	1.61588	313.691
bin.3_k119_6867	25986	12.34	12.34	7980.94
bin.3_k119_9190	194789	10.8894	10.8894	3602.64
bin.3_k119_11286	66744	0.865318	0.865318	140.376
bin.3_k119_15580	83245	4.10098	4.10098	742.319
bin.3_k119_7355	913651	3.86926	3.86926	1296.91
bin.3_k119_16760	603334	2.83883	2.83883	870.802
bin.3_k119_10807	298608	5.58985	5.58985	1743.32
bin.3_k119_21656	343659	7.05546	7.05546	7064.35
bin.3_k119_12603	265969	5.05048	5.05048	1659.91
bin.3_k119_12755	206963	1.84994	1.84994	675.963
bin.4_k119_14186	24278	0	0	0
bin.4_k119_17144	201887	0.0422134	0.0422134	0.961867
bin.4_k119_8688	17993	0.109062	0.109062	1.51494
bin.5_k119_7964	4098	0	0	0
bin.5_k119_18375	16381	0.466207	0.466207	12.8397
bin.5_k119_13556	18145	0	0	0
bin.5_k119_86	52945	0.171531	0.171531	2.60638
bin.5_k119_8090	29675	1.57175	1.57175	74.6794
bin.5_k119_9183	139042	0.616364	0.616364	44.0812
bin.5_k119_3250	11603	0	0	0
bin.5_k119_3311	2996	0	0	0
bin.5_k119_1973	96270	0.110789	0.110789	1.3113
bin.5_k119_213	3573	0	0	0
bin.5_k119_226	22481	0.31772	0.31772	3.9562
bin.5_k119_20815	261053	1.1536	1.1536	383.099
bin.5_k119_6838	60232	0.153856	0.153856	2.79501
bin.5_k119_8162	109633	1.20513	1.20513	169.687
bin.5_k119_2086	15654	0	0	0
bin.5_k119_6919	20857	0.170522	0.170522	5.46459
bin.5_k119_11982	81993	0.208595	0.208595	3.36299
bin.5_k119_3854	106726	0.515594	0.515594	85.669
bin.5_k119_20869	84331	0.0310521	0.0310521	0.252344
bin.5_k119_1107	30212	0	0	0
bin.5_k119_8185	101968	0.180931	0.180931	2.89549
bin.5_k119_9197	46593	0.00232543	0.00232543	0.00232058
bin.5_k119_12107	3646	0	0	0
bin.5_k119_8709	194016	0.359331	0.359331	44.1218
bin.5_k119_2934	103688	0.470658	0.470658	118.982
bin.5_k119_3862	154420	0.0317301	0.0317301	0.39309
bin.5_k119_12405	29049	0.315409	0.315409	4.14227
bin.5_k119_13762	281485	0.473439	0.473439	119.835
bin.5_k119_14591	4199	0	0	0
bin.5_k119_6592	50274	0.277831	0.277831	3.88015
bin.5_k119_7163	193291	0.154245	0.154245	4.04682
bin.5_k119_8414	277131	0.64091	0.64091	231.942
bin.5_k119_4591	68472	0.0717338	0.0717338	0.942577
bin.5_k119_20507	128861	0.0873896	0.0873896	3.00236
bin.5_k119_21452	16537	0	0	0
bin.5_k119_20588	70283	0.497483	0.497483	51.0621
bin.5_k119_20941	88677	1.22951	1.22951	521.122
bin.5_k119_20156	4407	0.601362	0.601362	9.26285
bin.5_k119_4801	283799	0.31166	0.31166	27.6652
bin.5_k119_6677	184609	0.292276	0.292276	16.2482
bin.5_k119_10920	38687	0.514181	0.514181	14.1756
bin.5_k119_10947	92350	0.0160195	0.0160195	0.074868
bin.5_k119_10949	36049	0.0244018	0.0244018	0.145775
bin.5_k119_10952	19086	1.31617	1.31617	113.328
bin.5_k119_7686	221934	0.152567	0.152567	3.34183
bin.5_k119_21210	171754	0.166861	0.166861	9.30954
bin.5_k119_21699	13880	0	0	0
bin.5_k119_19406	77554	0.145109	0.145109	5.97921
bin.5_k119_21402	140034	1.03495	1.03495	510.267
bin.5_k119_21403	64474	0.0331447	0.0331447	0.298892
bin.5_k119_19560	128978	0.16418	0.16418	6.47606
bin.5_k119_9563	28671	0.0603766	0.0603766	0.468627
bin.5_k119_21820	84361	0.638776	0.638776	25.0739
bin.5_k119_18964	145351	1.2072	1.2072	312.167
bin.5_k119_12771	73443	0.0192924	0.0192924	0.269395
bin.6_k119_12854	6785	0.0645064	0.0645064	0.253893
bin.6_k119_11034	4888	0	0	0
bin.6_k119_8585	9284	0	0	0
bin.6_k119_1884	25336	0.475463	0.475463	7.90587
bin.6_k119_12871	36408	0.229467	0.229467	3.37834
bin.6_k119_16591	21900	0.0245977	0.0245977	0.12228
bin.6_k119_14706	48936	0.389333	0.389333	13.5296
bin.6_k119_14159	6611	0	0	0
bin.6_k119_15362	26003	2.58628	2.58628	739.831
bin.6_k119_8036	33395	0.166702	0.166702	2.68518
bin.6_k119_6202	45892	0.770692	0.770692	16.1035
bin.6_k119_665	30173	0.473704	0.473704	7.96014
bin.6_k119_8647	43696	1.46833	1.46833	90.8087
bin.6_k119_1301	31847	2.1496	2.1496	729.441
bin.6_k119_3685	92352	0.195267	0.195267	2.35189
bin.6_k119_2574	16817	0.131517	0.131517	1.69832
bin.6_k119_6232	14773	1.58866	1.58866	24.6072
bin.6_k119_11112	22603	0.617646	0.617646	12.7407
bin.6_k119_3230	16097	2.3933	2.3933	561.473
bin.6_k119_6252	7422	0	0	0
bin.6_k119_16617	31575	0.0586158	0.0586158	0.550785
bin.6_k119_2581	25636	0.11316	0.11316	1.10936
bin.6_k119_11115	31812	0	0	0
bin.6_k119_179	24107	0.423843	0.423843	24.8657
bin.6_k119_21419	15592	0.343997	0.343997	3.73581
bin.6_k119_13623	84428	0.418686	0.418686	14.1012
bin.6_k119_860	6483	0	0	0
bin.6_k119_6835	5144	0	0	0
bin.6_k119_6281	69659	1.02903	1.02903	37.7224
bin.6_k119_3379	9180	0.534884	0.534884	10.858
bin.6_k119_11912	16829	0.82415	0.82415	84.3794
bin.6_k119_936	3374	0	0	0
bin.6_k119_20234	37931	0.549959	0.549959	8.41954
bin.6_k119_11149	73994	0.160501	0.160501	2.35378
bin.6_k119_17999	21187	0.165185	0.165185	2.06794
bin.6_k119_5636	37859	7.3082	7.3082	4399.31
bin.6_k119_2721	19398	0.481089	0.481089	4.62324
bin.6_k119_3402	46168	4.24227	4.24227	2162.73
bin.6_k119_20256	15823	0.342883	0.342883	6.82353
bin.6_k119_2071	50595	0.269184	0.269184	6.85185
bin.6_k119_11180	28123	1.42019	1.42019	155.024
bin.6_k119_1022	7706	0.0905241	0.0905241	0.354041
bin.6_k119_11211	5456	0.603845	0.603845	9.48571
bin.6_k119_16681	17839	0.213296	0.213296	2.38879
bin.6_k119_2810	47440	0.445908	0.445908	8.45337
bin.6_k119_9227	6379	0.559319	0.559319	16.2459
bin.6_k119_3466	75692	1.45764	1.45764	336.577
bin.6_k119_8202	8577	0.215735	0.215735	1.92122
bin.6_k119_20262	120914	0.344589	0.344589	29.187
bin.6_k119_1542	14642	0.057135	0.057135	0.339657
bin.6_k119_15427	21695	0.326944	0.326944	5.344
bin.6_k119_607	17487	0.252639	0.252639	4.07457
bin.6_k119_9841	86152	3.72772	3.72772	1167.24
bin.6_k119_9292	37191	0.292595	0.292595	4.55029
bin.6_k119_3652	3950	3.55921	3.55921	86.2796
bin.6_k119_7003	8953	0	0	0
bin.6_k119_8354	32140	0.515755	0.515755	8.71331
bin.6_k119_9849	70102	1.20771	1.20771	193.101
bin.6_k119_1813	37608	0.447701	0.447701	16.8247
bin.6_k119_7143	24256	0.134489	0.134489	2.69557
bin.6_k119_9977	4823	0	0	0
bin.6_k119_10012	33897	0.425164	0.425164	9.57571
bin.6_k119_15590	25510	2.1933	2.1933	712.289
bin.6_k119_12475	4174	0.37997	0.37997	4.03636
bin.6_k119_12488	42178	0.261683	0.261683	2.8872
bin.6_k119_14639	20224	0.100478	0.100478	0.846924
bin.6_k119_10760	25788	0.105234	0.105234	1.28444
bin.6_k119_12503	43009	0.221074	0.221074	2.80384
bin.6_k119_12148	30591	1.84002	1.84002	138.701
bin.6_k119_21478	22769	0.163402	0.163402	3.89452
bin.6_k119_20602	30088	0.109259	0.109259	2.77009
bin.6_k119_15784	104087	0.661814	0.661814	10.9366
bin.6_k119_21526	113271	0.280231	0.280231	5.22536
bin.6_k119_12972	43259	5.33944	5.33944	634.594
bin.6_k119_14683	32772	0.0211514	0.0211514	0.105322
bin.6_k119_20166	24061	0	0	0
bin.6_k119_15879	31758	0.102949	0.102949	0.764504
bin.6_k119_20987	114659	0.706102	0.706102	135.175
bin.6_k119_16825	27365	0.572736	0.572736	15.183
bin.6_k119_18520	87227	0.102185	0.102185	1.9047
bin.6_k119_15891	9052	0	0	0
bin.6_k119_7672	44331	0.483692	0.483692	8.75367
bin.6_k119_21034	78273	0.507648	0.507648	19.5199
bin.6_k119_8921	19763	1.32958	1.32958	180.488
bin.6_k119_15893	137693	1.8646	1.8646	127.641
bin.6_k119_15896	18015	0.0775819	0.0775819	0.692152
bin.6_k119_19175	49624	1.3062	1.3062	105.242
bin.6_k119_13957	24193	1.22381	1.22381	22.3026
bin.6_k119_19362	15971	0.0118829	0.0118829	0.0473745
bin.6_k119_13996	9695	0.28067	0.28067	5.25394
bin.6_k119_14044	3638	0.230791	0.230791	1.56269
bin.6_k119_21709	11759	0.220088	0.220088	2.85082
bin.6_k119_13417	16271	0.340612	0.340612	7.75923
bin.6_k119_13428	13801	0.136254	0.136254	1.61663
bin.6_k119_19530	47768	0.18619	0.18619	3.51587
