contigName	contigLen	totalAvgDepth	SRR10420346_mapped_all.sorted.bam	SRR10420346_mapped_all.sorted.bam-var
bin.10_k119_5632	152316	35.0487	35.0487	2570.38
bin.10_k119_5721	132952	34.5202	34.5202	1141.92
bin.10_k119_21425	284226	37.7224	37.7224	694.164
bin.10_k119_19083	306152	34.0301	34.0301	1965.74
bin.10_k119_12557	773930	33.3998	33.3998	945.148
bin.10_k119_18674	93269	40.7089	40.7089	2295.33
bin.11_k119_4909	24933	115.559	115.559	19576.6
bin.11_k119_8676	128582	199.836	199.836	71915.4
bin.11_k119_16677	175161	178.21	178.21	76686.3
bin.11_k119_15397	267875	200.449	200.449	235264
bin.11_k119_5266	74233	205.275	205.275	70912
bin.11_k119_6978	122937	181.562	181.562	99210.5
bin.11_k119_3866	32231	207.145	207.145	73207.9
bin.11_k119_16243	475918	194.462	194.462	97130.4
bin.11_k119_20907	477987	214.234	214.234	124526
bin.11_k119_10055	133083	185.329	185.329	36810.2
bin.11_k119_21445	410659	194.435	194.435	93536.2
bin.11_k119_8424	90064	220.381	220.381	145427
bin.11_k119_7274	45349	190.966	190.966	47093.9
bin.11_k119_19950	362497	213.767	213.767	159998
bin.11_k119_15818	14906	182.948	182.948	131274
bin.11_k119_16892	65691	186.557	186.557	72445.7
bin.11_k119_9534	382089	193.726	193.726	80038.9
bin.11_k119_7776	218951	200.198	200.198	116262
bin.12_k119_9809	27573	929.558	929.558	81528.2
bin.12_k119_21412	52147	870.488	870.488	276772
bin.12_k119_15927	63942	1039.66	1039.66	652989
bin.12_k119_11668	49663	986.362	986.362	1.51189e+06
bin.12_k119_4382	108200	1015.45	1015.45	890318
bin.12_k119_1384	165383	875.349	875.349	360009
bin.12_k119_12270	403395	920.758	920.758	607740
bin.12_k119_12319	13881	1007.89	1007.89	537769
bin.12_k119_14951	334406	894.739	894.739	431594
bin.12_k119_10662	271770	885.396	885.396	519844
bin.12_k119_12950	430295	889.771	889.771	191056
bin.12_k119_11424	93574	1071.41	1071.41	3.43265e+06
bin.12_k119_19927	165803	928.67	928.67	355093
bin.12_k119_4485	64840	904.582	904.582	124963
bin.12_k119_11449	82312	962.498	962.498	83505.7
bin.12_k119_10736	173595	869.383	869.383	135955
bin.12_k119_8724	519753	978.468	978.468	493545
bin.12_k119_16764	49119	1068.56	1068.56	622910
bin.12_k119_10835	45079	935.622	935.622	272795
bin.12_k119_13254	159515	979.727	979.727	563846
bin.12_k119_13305	127994	941.208	941.208	687698
bin.12_k119_21315	7379	1178.68	1178.68	206976
bin.12_k119_12631	243422	902.924	902.924	243831
bin.12_k119_18940	5227	1187.84	1187.84	804098
bin.12_k119_12764	141502	950.304	950.304	509912
bin.13_k119_11638	23617	41.7967	41.7967	1672.3
bin.13_k119_6745	141287	39.5595	39.5595	6275.25
bin.13_k119_21413	108847	49.0466	49.0466	6771.19
bin.13_k119_4955	125761	57.8135	57.8135	14110.3
bin.13_k119_20303	105258	72.6603	72.6603	18405.9
bin.13_k119_19035	490590	53.8983	53.8983	15422.5
bin.13_k119_15073	107635	45.5433	45.5433	4525.81
bin.13_k119_12196	28431	92.3898	92.3898	16720
bin.13_k119_16404	343296	47.8334	47.8334	4104.05
bin.13_k119_13078	145737	46.7726	46.7726	5874.77
bin.13_k119_14067	189036	50.9574	50.9574	4935.39
bin.13_k119_21793	165605	48.6137	48.6137	23256.8
bin.13_k119_12745	406848	45.4531	45.4531	4334.49
bin.14_k119_17981	105637	7.46244	7.46244	42.3897
bin.14_k119_1502	16657	6.5783	6.5783	44.922
bin.14_k119_3860	15484	7.23516	7.23516	32.2571
bin.14_k119_15564	84810	7.5404	7.5404	52.2353
bin.14_k119_17550	191528	5.76821	5.76821	31.3501
bin.14_k119_20371	74760	6.83666	6.83666	36.9327
bin.14_k119_15661	97764	6.17197	6.17197	26.5364
bin.14_k119_20986	15230	7.24682	7.24682	20.2302
bin.14_k119_14645	286147	6.5092	6.5092	43.2797
bin.14_k119_3876	602759	5.96378	5.96378	28.2305
bin.14_k119_19112	448326	6.66692	6.66692	45.1781
bin.14_k119_15276	587615	7.2229	7.2229	34.2834
bin.14_k119_18583	287651	6.38646	6.38646	48.6695
bin.14_k119_21713	499264	5.48812	5.48812	26.3339
bin.14_k119_12791	105635	7.07618	7.07618	34.9107
bin.14_k119_21854	1.17529e+06	6.06687	6.06687	51.1305
bin.14_k119_21907	112606	3.18901	3.18901	12.7814
bin.15_k119_2097	21782	40.3786	40.3786	6422.5
bin.15_k119_9466	244176	46.4342	46.4342	7017.31
bin.15_k119_12968	453576	49.6009	49.6009	3573.17
bin.15_k119_8727	149726	48.8682	48.8682	28694.6
bin.15_k119_13821	859775	41.8724	41.8724	4096.46
bin.15_k119_17126	470346	42.696	42.696	2784.86
bin.1_k119_6508	251506	236.058	236.058	44934.2
bin.1_k119_21897	2.41251e+06	208.384	208.384	11053.4
bin.2_k119_12908	9247	35.6209	35.6209	3148.28
bin.2_k119_4392	118443	37.2055	37.2055	1223.15
bin.2_k119_13677	108031	48.6507	48.6507	7075.17
bin.2_k119_9834	327643	43.297	43.297	1564.21
bin.2_k119_14458	312425	41.8987	41.8987	1881.09
bin.3_k119_15936	27797	71.8302	71.8302	6692.88
bin.3_k119_3792	79729	57.2647	57.2647	10083.9
bin.3_k119_19701	228527	71.2588	71.2588	11652.4
bin.3_k119_6867	25986	94.4546	94.4546	16325.5
bin.3_k119_9190	194789	110.858	110.858	98181.2
bin.3_k119_11286	66744	90.9807	90.9807	16988.4
bin.3_k119_15580	83245	101.524	101.524	15430.5
bin.3_k119_7355	913651	90.0431	90.0431	16329.6
bin.3_k119_16760	603334	61.0584	61.0584	8895.99
bin.3_k119_10807	298608	103.791	103.791	183209
bin.3_k119_21656	343659	191.51	191.51	8.07826e+06
bin.3_k119_12603	265969	98.3261	98.3261	24854.3
bin.3_k119_12755	206963	65.8684	65.8684	10443.7
bin.4_k119_14186	24278	16.886	16.886	713.637
bin.4_k119_17144	201887	15.0665	15.0665	923.219
bin.4_k119_8688	17993	324.205	324.205	831507
bin.5_k119_7964	4098	305.813	305.813	82709
bin.5_k119_18375	16381	190.095	190.095	126220
bin.5_k119_13556	18145	11.8412	11.8412	297.517
bin.5_k119_86	52945	14.9826	14.9826	552.795
bin.5_k119_8090	29675	36.2609	36.2609	11382.6
bin.5_k119_9183	139042	17.491	17.491	632.029
bin.5_k119_3250	11603	15.6205	15.6205	416.77
bin.5_k119_3311	2996	63.2818	63.2818	4261.52
bin.5_k119_1973	96270	17.4053	17.4053	2011.3
bin.5_k119_213	3573	12.4879	12.4879	109.967
bin.5_k119_226	22481	13.5185	13.5185	247.65
bin.5_k119_20815	261053	14.9581	14.9581	836.156
bin.5_k119_6838	60232	13.8567	13.8567	410.701
bin.5_k119_8162	109633	29.4282	29.4282	1148.92
bin.5_k119_2086	15654	16.1305	16.1305	4837.99
bin.5_k119_6919	20857	13.0258	13.0258	310.03
bin.5_k119_11982	81993	13.6859	13.6859	523.253
bin.5_k119_3854	106726	10.9697	10.9697	177.145
bin.5_k119_20869	84331	12.1695	12.1695	621.302
bin.5_k119_1107	30212	11.6427	11.6427	249.852
bin.5_k119_8185	101968	12.602	12.602	301.838
bin.5_k119_9197	46593	14.5508	14.5508	608.699
bin.5_k119_12107	3646	12.1968	12.1968	146.362
bin.5_k119_8709	194016	12.6015	12.6015	280.019
bin.5_k119_2934	103688	22.1949	22.1949	9325.1
bin.5_k119_3862	154420	12.6814	12.6814	379.601
bin.5_k119_12405	29049	34.4254	34.4254	4439.66
bin.5_k119_13762	281485	13.8191	13.8191	429.04
bin.5_k119_14591	4199	73.5643	73.5643	4826.22
bin.5_k119_6592	50274	20.405	20.405	978.623
bin.5_k119_7163	193291	13.5246	13.5246	314.74
bin.5_k119_8414	277131	14.2005	14.2005	413.403
bin.5_k119_4591	68472	15.6094	15.6094	365.781
bin.5_k119_20507	128861	14.6837	14.6837	921.808
bin.5_k119_21452	16537	13.9862	13.9862	1404.39
bin.5_k119_20588	70283	14.8306	14.8306	482.072
bin.5_k119_20941	88677	20.1626	20.1626	1640.95
bin.5_k119_20156	4407	19.2925	19.2925	766.807
bin.5_k119_4801	283799	14.5929	14.5929	519.547
bin.5_k119_6677	184609	11.972	11.972	307.031
bin.5_k119_10920	38687	21.6677	21.6677	1366.52
bin.5_k119_10947	92350	12.5375	12.5375	405.095
bin.5_k119_10949	36049	8.76144	8.76144	77.3452
bin.5_k119_10952	19086	34.7249	34.7249	70407
bin.5_k119_7686	221934	13.387	13.387	588.095
bin.5_k119_21210	171754	13.2432	13.2432	467.492
bin.5_k119_21699	13880	13.7758	13.7758	346.783
bin.5_k119_19406	77554	11.9227	11.9227	277.936
bin.5_k119_21402	140034	17.2719	17.2719	798.583
bin.5_k119_21403	64474	13.877	13.877	298.76
bin.5_k119_19560	128978	11.7684	11.7684	311.721
bin.5_k119_9563	28671	19.2496	19.2496	1458.57
bin.5_k119_21820	84361	15.3784	15.3784	685.172
bin.5_k119_18964	145351	19.0474	19.0474	1228.33
bin.5_k119_12771	73443	13.0776	13.0776	232.937
bin.6_k119_12854	6785	113.754	113.754	9891
bin.6_k119_11034	4888	119.148	119.148	5318.2
bin.6_k119_8585	9284	125.305	125.305	17242.9
bin.6_k119_1884	25336	148.059	148.059	17585
bin.6_k119_12871	36408	132.95	132.95	27378.7
bin.6_k119_16591	21900	103.357	103.357	12207.2
bin.6_k119_14706	48936	134.94	134.94	26193.4
bin.6_k119_14159	6611	168.354	168.354	59899.8
bin.6_k119_15362	26003	187.394	187.394	42204.1
bin.6_k119_8036	33395	151.869	151.869	37122.4
bin.6_k119_6202	45892	183.624	183.624	69093
bin.6_k119_665	30173	174.475	174.475	72102.5
bin.6_k119_8647	43696	187.056	187.056	71434.2
bin.6_k119_1301	31847	164.14	164.14	78735
bin.6_k119_3685	92352	148.416	148.416	40380
bin.6_k119_2574	16817	185.84	185.84	51939.1
bin.6_k119_6232	14773	231.358	231.358	171846
bin.6_k119_11112	22603	158.294	158.294	75122.1
bin.6_k119_3230	16097	164.788	164.788	95133.8
bin.6_k119_6252	7422	209.726	209.726	72307.6
bin.6_k119_16617	31575	118.731	118.731	17971.8
bin.6_k119_2581	25636	153.053	153.053	51261.4
bin.6_k119_11115	31812	140.689	140.689	29572.5
bin.6_k119_179	24107	161.545	161.545	31250.3
bin.6_k119_21419	15592	116.289	116.289	26140
bin.6_k119_13623	84428	150.369	150.369	43034.5
bin.6_k119_860	6483	117.784	117.784	24591.4
bin.6_k119_6835	5144	64.0354	64.0354	3311.29
bin.6_k119_6281	69659	196.276	196.276	128985
bin.6_k119_3379	9180	117.205	117.205	13955.3
bin.6_k119_11912	16829	106.911	106.911	13773.6
bin.6_k119_936	3374	212.87	212.87	64285.1
bin.6_k119_20234	37931	234.847	234.847	248059
bin.6_k119_11149	73994	132.32	132.32	28912.5
bin.6_k119_17999	21187	144.79	144.79	78204.1
bin.6_k119_5636	37859	215.706	215.706	86236.7
bin.6_k119_2721	19398	165.009	165.009	101474
bin.6_k119_3402	46168	382.063	382.063	6.89301e+06
bin.6_k119_20256	15823	253.797	253.797	199885
bin.6_k119_2071	50595	139.065	139.065	20537.6
bin.6_k119_11180	28123	184.537	184.537	97795.8
bin.6_k119_1022	7706	208.26	208.26	76036.4
bin.6_k119_11211	5456	123.288	123.288	7654.58
bin.6_k119_16681	17839	150.175	150.175	94884.6
bin.6_k119_2810	47440	127.302	127.302	17109.9
bin.6_k119_9227	6379	120.628	120.628	21116.7
bin.6_k119_3466	75692	208.636	208.636	138648
bin.6_k119_8202	8577	184.359	184.359	122238
bin.6_k119_20262	120914	163.485	163.485	83667.4
bin.6_k119_1542	14642	124.742	124.742	18484.8
bin.6_k119_15427	21695	175.169	175.169	65310
bin.6_k119_607	17487	131.336	131.336	25796.1
bin.6_k119_9841	86152	224.988	224.988	197743
bin.6_k119_9292	37191	182.192	182.192	44485.7
bin.6_k119_3652	3950	416.017	416.017	180138
bin.6_k119_7003	8953	166.767	166.767	35344.5
bin.6_k119_8354	32140	173.571	173.571	117950
bin.6_k119_9849	70102	155.229	155.229	37507.8
bin.6_k119_1813	37608	120.531	120.531	10460.6
bin.6_k119_7143	24256	177.389	177.389	59636.5
bin.6_k119_9977	4823	137.697	137.697	28342.1
bin.6_k119_10012	33897	167.875	167.875	66728.4
bin.6_k119_15590	25510	134.824	134.824	20843.1
bin.6_k119_12475	4174	111.375	111.375	7043.6
bin.6_k119_12488	42178	134.597	134.597	17476.4
bin.6_k119_14639	20224	91.4531	91.4531	6137.5
bin.6_k119_10760	25788	153.212	153.212	40093.9
bin.6_k119_12503	43009	150.279	150.279	59345.2
bin.6_k119_12148	30591	182.673	182.673	53203.9
bin.6_k119_21478	22769	124.682	124.682	17577.6
bin.6_k119_20602	30088	165.823	165.823	78125
bin.6_k119_15784	104087	163.064	163.064	57507.8
bin.6_k119_21526	113271	155.142	155.142	68305
bin.6_k119_12972	43259	443.352	443.352	1.64512e+06
bin.6_k119_14683	32772	176.018	176.018	57585.7
bin.6_k119_20166	24061	124.164	124.164	26318.8
bin.6_k119_15879	31758	138.629	138.629	28270.6
bin.6_k119_20987	114659	163.037	163.037	69934.4
bin.6_k119_16825	27365	209.082	209.082	99160.8
bin.6_k119_18520	87227	132.337	132.337	27223.8
bin.6_k119_15891	9052	220.378	220.378	210040
bin.6_k119_7672	44331	186.701	186.701	50686.4
bin.6_k119_21034	78273	152.959	152.959	78934.7
bin.6_k119_8921	19763	147.937	147.937	27604.5
bin.6_k119_15893	137693	253.683	253.683	1.55367e+06
bin.6_k119_15896	18015	103.148	103.148	16720.5
bin.6_k119_19175	49624	182.51	182.51	122715
bin.6_k119_13957	24193	139.408	139.408	26739.4
bin.6_k119_19362	15971	133.998	133.998	32913.3
bin.6_k119_13996	9695	161.091	161.091	40495.2
bin.6_k119_14044	3638	174.302	174.302	27202.7
bin.6_k119_21709	11759	128.506	128.506	49627.7
bin.6_k119_13417	16271	121.596	121.596	13601.4
bin.6_k119_13428	13801	136.969	136.969	11787.5
bin.6_k119_19530	47768	142.237	142.237	40073.6
bin.6_k119_12624	12909	99.7587	99.7587	7104.07
bin.6_k119_12658	6838	86.314	86.314	3331.96
bin.6_k119_12715	4570	133.489	133.489	20953.1
bin.6_k119_18750	104413	205.225	205.225	153085
bin.6_k119_9641	37141	238.422	238.422	313720
bin.6_k119_9765	36412	152.447	152.447	63276.7
bin.6_k119_21849	23820	231.887	231.887	190788
bin.6_k119_12768	67933	119.383	119.383	27855.9
bin.6_k119_12769	11727	97.4362	97.4362	25439.5
bin.6_k119_12779	114299	175.412	175.412	70351.5
bin.6_k119_21899	4939	98.6243	98.6243	14186.3
bin.7_k119_616	3172	0.903044	0.903044	1.37392
bin.7_k119_17138	5842	1.78514	1.78514	8.62102
bin.7_k119_20189	8641	3.62961	3.62961	25.0801
bin.7_k119_3100	30899	3.09428	3.09428	18.8746
bin.7_k119_15384	7677	1.64049	1.64049	4.84358
bin.7_k119_14810	13280	3.13412	3.13412	41.8266
bin.7_k119_3771	4250	2.46902	2.46902	17.4309
bin.7_k119_18478	58703	4.04878	4.04878	33.0969
bin.7_k119_16654	4750	3.65783	3.65783	46.9688
bin.7_k119_3309	10348	8.21818	8.21818	1685.46
bin.7_k119_185	8088	3.03565	3.03565	18.5015
bin.7_k119_17174	9828	4.97871	4.97871	119.728
bin.7_k119_11938	16800	2.8791	2.8791	18.7724
bin.7_k119_17234	4687	3.45471	3.45471	21.5572
bin.7_k119_9859	2523	7.41298	7.41298	201.852
bin.7_k119_14565	34666	3.00035	3.00035	19.254
bin.7_k119_6545	4146	2.57282	2.57282	18.3067
bin.7_k119_10775	4700	2.4833	2.4833	8.48017
bin.7_k119_12544	2874	7.02313	7.02313	77.2288
bin.7_k119_15671	5013	4.24491	4.24491	38.1535
bin.7_k119_20568	6042	2.38764	2.38764	14.888
bin.7_k119_12172	5921	7.59643	7.59643	124.043
bin.7_k119_7574	13567	4.25192	4.25192	48.9275
bin.7_k119_16883	8348	3.13796	3.13796	30.5615
bin.7_k119_21037	5224	1.88096	1.88096	6.22158
bin.7_k119_17028	4671	2.60849	2.60849	23.6935
bin.7_k119_10961	9973	2.65744	2.65744	10.2615
bin.7_k119_19281	26295	3.44743	3.44743	23.8115
bin.7_k119_18815	5132	1.57728	1.57728	5.92693
bin.7_k119_18867	3712	4.26698	4.26698	63.107
bin.7_k119_9763	4905	3.90705	3.90705	40.6593
bin.8_k119_19005	48321	17.8159	17.8159	114.083
bin.8_k119_20207	192484	16.089	16.089	132.361
bin.8_k119_18167	40877	19.726	19.726	493.472
bin.8_k119_12361	43386	15.9836	15.9836	227.181
bin.8_k119_4397	309012	18.3121	18.3121	403.95
bin.8_k119_12137	405968	16.7869	16.7869	156.905
bin.8_k119_15685	52666	18.8407	18.8407	782.134
bin.8_k119_6676	220634	19.598	19.598	745.989
bin.8_k119_18480	882391	19.1872	19.1872	316.024
bin.8_k119_21533	91676	19.3561	19.3561	315.219
bin.8_k119_16917	6676	19.3866	19.3866	334.662
bin.8_k119_18616	483423	17.5914	17.5914	538.436
bin.8_k119_18628	52371	16.1093	16.1093	120.881
bin.8_k119_9548	912417	17.0684	17.0684	289.971
bin.8_k119_18884	158761	17.3808	17.3808	171.265
bin.9_k119_14081	3888	5.4596	5.4596	174.408
bin.9_k119_15315	10770	2.35198	2.35198	56.8204
bin.9_k119_8599	4034	2.43924	2.43924	9.79762
bin.9_k119_15333	6789	0.928453	0.928453	5.77776
bin.9_k119_14723	5571	1.34422	1.34422	6.73176
bin.9_k119_15373	9584	3.8975	3.8975	64.7653
bin.9_k119_12903	11198	2.17361	2.17361	4.96149
bin.9_k119_12909	7161	4.28484	4.28484	118.82
bin.9_k119_1976	7318	2.3365	2.3365	16.1279
bin.9_k119_13640	3291	2.41229	2.41229	4.97486
bin.9_k119_14406	18912	1.9621	1.9621	8.87877
bin.9_k119_11919	4098	1.58561	1.58561	6.98217
bin.9_k119_17201	5123	1.55781	1.55781	15.7569
bin.9_k119_17211	4664	3.72242	3.72242	23.622
bin.9_k119_2738	4581	1.52133	1.52133	7.59404
bin.9_k119_20838	9112	1.62776	1.62776	8.10433
bin.9_k119_18071	4269	1.07065	1.07065	1.65769
bin.9_k119_1421	2798	2.93505	2.93505	14.4098
bin.9_k119_5695	13071	3.99396	3.99396	56.6546
bin.9_k119_5708	7997	1.77393	1.77393	5.20931
bin.9_k119_431	4549	1.7404	1.7404	10.2442
bin.9_k119_6349	4042	1.14517	1.14517	12.2567
bin.9_k119_19799	2584	5.89811	5.89811	63.2764
bin.9_k119_11253	5244	0.67766	0.67766	3.68439
bin.9_k119_16756	6194	1.43564	1.43564	7.69312
bin.9_k119_1558	4678	2.98962	2.98962	14.1821
bin.9_k119_15443	13366	10.2394	10.2394	2363.94
bin.9_k119_8266	3086	3.5814	3.5814	37.7181
bin.9_k119_2356	3514	2.55767	2.55767	25.2495
bin.9_k119_7004	4137	5.39077	5.39077	113.958
bin.9_k119_2394	3268	2.27742	2.27742	8.74791
bin.9_k119_9428	3677	3.05841	3.05841	9.77322
bin.9_k119_9450	4845	12.3048	12.3048	1978.39
bin.9_k119_9886	4667	1.09365	1.09365	3.74165
bin.9_k119_2981	7747	2.14019	2.14019	8.10872
bin.9_k119_14503	9905	1.37858	1.37858	5.18583
bin.9_k119_19070	6798	1.70698	1.70698	4.01292
bin.9_k119_17655	4857	0.849373	0.849373	2.30854
bin.9_k119_14590	7134	2.30885	2.30885	13.0817
bin.9_k119_15607	16528	2.02894	2.02894	9.06723
bin.9_k119_15627	5050	3.24939	3.24939	19.4333
bin.9_k119_6650	3428	1.39994	1.39994	4.25049
bin.9_k119_10767	4492	4.52441	4.52441	37.3245
bin.9_k119_9470	5554	2.89267	2.89267	33.8862
bin.9_k119_7210	4667	1.83086	1.83086	7.27568
bin.9_k119_7248	5980	1.24151	1.24151	5.36205
bin.9_k119_9507	4615	2.39798	2.39798	9.8323
bin.9_k119_21500	9952	2.16874	2.16874	8.92648
bin.9_k119_10241	8496	2.31668	2.31668	11.2921
bin.9_k119_14685	4402	1.004	1.004	2.94297
bin.9_k119_20766	15468	1.02951	1.02951	3.13477
bin.9_k119_8752	3347	2.60275	2.60275	11.2145
bin.9_k119_16833	4292	1.05915	1.05915	3.19029
bin.9_k119_6689	14299	1.33274	1.33274	4.12751
bin.9_k119_8927	6273	2.26833	2.26833	26.5539
bin.9_k119_21121	6891	2.61148	2.61148	44.551
bin.9_k119_9082	5403	1.40624	1.40624	7.32368
bin.9_k119_17100	4889	2.43553	2.43553	24.2789
bin.9_k119_18608	6444	1.44344	1.44344	6.61491
bin.9_k119_21278	3892	0.685195	0.685195	1.18663
bin.9_k119_7818	2542	2.5485	2.5485	6.24609
bin.9_k119_13368	26932	2.43865	2.43865	25.2099
bin.9_k119_13380	3679	1.54746	1.54746	5.88101
bin.9_k119_13439	3429	1.62062	1.62062	4.98812
bin.9_k119_12633	5952	3.1415	3.1415	13.299
bin.9_k119_12722	8801	1.86834	1.86834	12.5309
