contigName	contigLen	totalAvgDepth	SRR10420351_mapped_all.sorted.bam	SRR10420351_mapped_all.sorted.bam-var
bin.10_k119_5632	152316	3.64691	3.64691	736.557
bin.10_k119_5721	132952	4.11291	4.11291	1081.04
bin.10_k119_21425	284226	8.3053	8.3053	949.648
bin.10_k119_19083	306152	2.56808	2.56808	415.62
bin.10_k119_12557	773930	3.49823	3.49823	137.618
bin.10_k119_18674	93269	18.8235	18.8235	29728.5
bin.11_k119_4909	24933	0.0994633	0.0994633	0.561584
bin.11_k119_8676	128582	1.08053	1.08053	15.6117
bin.11_k119_16677	175161	0.61723	0.61723	7.32185
bin.11_k119_15397	267875	1.02246	1.02246	66.4919
bin.11_k119_5266	74233	1.04973	1.04973	12.4867
bin.11_k119_6978	122937	1.30828	1.30828	170.382
bin.11_k119_3866	32231	0.888719	0.888719	11.0855
bin.11_k119_16243	475918	0.798543	0.798543	11.8544
bin.11_k119_20907	477987	0.955209	0.955209	23.0827
bin.11_k119_10055	133083	1.057	1.057	17.2115
bin.11_k119_21445	410659	0.998068	0.998068	16.2473
bin.11_k119_8424	90064	0.758225	0.758225	8.04507
bin.11_k119_7274	45349	1.19976	1.19976	30.1235
bin.11_k119_19950	362497	5.35665	5.35665	8573.6
bin.11_k119_15818	14906	2.06452	2.06452	38.2644
bin.11_k119_16892	65691	0.898811	0.898811	26.5857
bin.11_k119_9534	382089	0.766994	0.766994	11.9662
bin.11_k119_7776	218951	1.40212	1.40212	425.495
bin.12_k119_9809	27573	467.021	467.021	445642
bin.12_k119_21412	52147	23.5857	23.5857	1053.13
bin.12_k119_15927	63942	37.4067	37.4067	39818.6
bin.12_k119_11668	49663	110.911	110.911	1.01123e+06
bin.12_k119_4382	108200	292.448	292.448	1.87393e+06
bin.12_k119_1384	165383	50.1091	50.1091	28562
bin.12_k119_12270	403395	49.1982	49.1982	71125.7
bin.12_k119_12319	13881	13.7506	13.7506	301.518
bin.12_k119_14951	334406	50.4352	50.4352	14465.4
bin.12_k119_10662	271770	55.1046	55.1046	32399.5
bin.12_k119_12950	430295	33.7223	33.7223	31149.7
bin.12_k119_11424	93574	22.6155	22.6155	5447.15
bin.12_k119_19927	165803	40.7625	40.7625	26096.6
bin.12_k119_4485	64840	55.6923	55.6923	90982.4
bin.12_k119_11449	82312	25.0884	25.0884	5315
bin.12_k119_10736	173595	132.851	132.851	3.22534e+06
bin.12_k119_8724	519753	43.4885	43.4885	26122.1
bin.12_k119_16764	49119	50.9786	50.9786	7340.38
bin.12_k119_10835	45079	86.8502	86.8502	1.02535e+06
bin.12_k119_13254	159515	72.6902	72.6902	148451
bin.12_k119_13305	127994	22.712	22.712	12517.3
bin.12_k119_21315	7379	99.0726	99.0726	21808
bin.12_k119_12631	243422	48.1743	48.1743	58479
bin.12_k119_18940	5227	35.3947	35.3947	994.889
bin.12_k119_12764	141502	72.9461	72.9461	62989.8
bin.13_k119_11638	23617	0.249585	0.249585	1.69057
bin.13_k119_6745	141287	0.844902	0.844902	13.3216
bin.13_k119_21413	108847	0.559252	0.559252	6.41278
bin.13_k119_4955	125761	1.5781	1.5781	31.9941
bin.13_k119_20303	105258	2.58555	2.58555	73.4975
bin.13_k119_19035	490590	1.1691	1.1691	58.3436
bin.13_k119_15073	107635	1.56867	1.56867	76.9811
bin.13_k119_12196	28431	14.1862	14.1862	662.936
bin.13_k119_16404	343296	0.923843	0.923843	11.7593
bin.13_k119_13078	145737	1.04279	1.04279	12.8291
bin.13_k119_14067	189036	2.04349	2.04349	71.1891
bin.13_k119_21793	165605	5.55457	5.55457	14419.9
bin.13_k119_12745	406848	0.685764	0.685764	9.17881
bin.14_k119_17981	105637	0.247794	0.247794	2.46968
bin.14_k119_1502	16657	0.1357	0.1357	0.808822
bin.14_k119_3860	15484	0.0721273	0.0721273	0.546205
bin.14_k119_15564	84810	0.335554	0.335554	3.90119
bin.14_k119_17550	191528	0.22036	0.22036	2.41894
bin.14_k119_20371	74760	0.0686369	0.0686369	0.634993
bin.14_k119_15661	97764	0.126693	0.126693	1.40324
bin.14_k119_20986	15230	0.16996	0.16996	1.11348
bin.14_k119_14645	286147	0.0550775	0.0550775	0.308127
bin.14_k119_3876	602759	0.118745	0.118745	1.06323
bin.14_k119_19112	448326	0.178825	0.178825	1.84038
bin.14_k119_15276	587615	0.197693	0.197693	2.31756
bin.14_k119_18583	287651	0.1921	0.1921	2.16174
bin.14_k119_21713	499264	0.21315	0.21315	3.20716
bin.14_k119_12791	105635	0.305788	0.305788	3.49235
bin.14_k119_21854	1.17529e+06	0.213088	0.213088	2.19949
bin.14_k119_21907	112606	0.0483033	0.0483033	0.333302
bin.15_k119_2097	21782	151.45	151.45	904484
bin.15_k119_9466	244176	62.1258	62.1258	36135.3
bin.15_k119_12968	453576	31.3399	31.3399	19238.9
bin.15_k119_8727	149726	225.608	225.608	2.35294e+07
bin.15_k119_13821	859775	23.4723	23.4723	6166.53
bin.15_k119_17126	470346	42.6778	42.6778	27947.5
bin.1_k119_6508	251506	87.4509	87.4509	3.29657e+06
bin.1_k119_21897	2.41251e+06	54.8898	54.8898	228527
bin.2_k119_12908	9247	0.65725	0.65725	12.6752
bin.2_k119_4392	118443	1.52808	1.52808	17.3048
bin.2_k119_13677	108031	3.08469	3.08469	96.418
bin.2_k119_9834	327643	3.72008	3.72008	187.732
bin.2_k119_14458	312425	3.25877	3.25877	429.114
bin.3_k119_15936	27797	16.6702	16.6702	7976.05
bin.3_k119_3792	79729	12.1008	12.1008	716.391
bin.3_k119_19701	228527	24.4603	24.4603	9574.31
bin.3_k119_6867	25986	73.8837	73.8837	66066.1
bin.3_k119_9190	194789	167.615	167.615	1.71087e+06
bin.3_k119_11286	66744	11.8222	11.8222	410.997
bin.3_k119_15580	83245	27.6182	27.6182	4126.19
bin.3_k119_7355	913651	30.4865	30.4865	8524.33
bin.3_k119_16760	603334	25.3562	25.3562	74826
bin.3_k119_10807	298608	61.5656	61.5656	202660
bin.3_k119_21656	343659	286.302	286.302	3.90661e+07
bin.3_k119_12603	265969	50.6964	50.6964	25519.9
bin.3_k119_12755	206963	19.8592	19.8592	7006.58
bin.4_k119_14186	24278	2.02876	2.02876	25.3766
bin.4_k119_17144	201887	1.51444	1.51444	22.224
bin.4_k119_8688	17993	1.84431	1.84431	26.2238
bin.5_k119_7964	4098	2.91996	2.91996	43.3997
bin.5_k119_18375	16381	7.98133	7.98133	1798.52
bin.5_k119_13556	18145	3.80817	3.80817	85.6732
bin.5_k119_86	52945	17.7132	17.7132	5235.55
bin.5_k119_8090	29675	68.6224	68.6224	161019
bin.5_k119_9183	139042	16.4375	16.4375	1475.1
bin.5_k119_3250	11603	4.45962	4.45962	44.7009
bin.5_k119_3311	2996	0.0990864	0.0990864	0.0892937
bin.5_k119_1973	96270	7.42557	7.42557	2114.97
bin.5_k119_213	3573	1.49898	1.49898	12.909
bin.5_k119_226	22481	35.7869	35.7869	1805.74
bin.5_k119_20815	261053	36.4222	36.4222	35473.5
bin.5_k119_6838	60232	13.1137	13.1137	441.846
bin.5_k119_8162	109633	19.8459	19.8459	1583.73
bin.5_k119_2086	15654	4.12313	4.12313	502.509
bin.5_k119_6919	20857	5.11846	5.11846	94.6874
bin.5_k119_11982	81993	26.9872	26.9872	13608.6
bin.5_k119_3854	106726	7.89408	7.89408	241.033
bin.5_k119_20869	84331	4.2432	4.2432	114.877
bin.5_k119_1107	30212	7.40666	7.40666	154.698
bin.5_k119_8185	101968	8.08408	8.08408	416.247
bin.5_k119_9197	46593	4.0992	4.0992	300.758
bin.5_k119_12107	3646	2.33038	2.33038	12.3158
bin.5_k119_8709	194016	9.20462	9.20462	757.485
bin.5_k119_2934	103688	10.2279	10.2279	1839.69
bin.5_k119_3862	154420	2.27951	2.27951	33.5551
bin.5_k119_12405	29049	24.602	24.602	2174.46
bin.5_k119_13762	281485	13.9825	13.9825	3564.45
bin.5_k119_14591	4199	0.772536	0.772536	5.55816
bin.5_k119_6592	50274	20.5848	20.5848	5810
bin.5_k119_7163	193291	8.18445	8.18445	802.93
bin.5_k119_8414	277131	6.24649	6.24649	441.016
bin.5_k119_4591	68472	9.97821	9.97821	712.744
bin.5_k119_20507	128861	6.40828	6.40828	363.203
bin.5_k119_21452	16537	1.56966	1.56966	16.5986
bin.5_k119_20588	70283	8.86444	8.86444	174.746
bin.5_k119_20941	88677	27.8985	27.8985	5434.75
bin.5_k119_20156	4407	14.1546	14.1546	159.825
bin.5_k119_4801	283799	12.8908	12.8908	4261.97
bin.5_k119_6677	184609	8.78301	8.78301	1183.87
bin.5_k119_10920	38687	37.1172	37.1172	38260
bin.5_k119_10947	92350	8.23163	8.23163	703.538
bin.5_k119_10949	36049	2.33812	2.33812	55.4185
bin.5_k119_10952	19086	220.314	220.314	3.37178e+06
